attr1,attr2,attr3,attr4,attr5
65.4354,33.1921,53.5577,35.0718,73.1780
68.3391,44.3673,30.9052,77.6966,64.7387
64.1291,29.8998,50.1800,37.8092,70.6893
56.6599,51.8825,38.3774,62.4071,78.6536
61.8441,41.5174,37.4799,69.1863,68.0811
59.4863,50.9372,32.2821,71.7256,62.5735
49.9178,46.4977,15.7340,83.7156,16.8815
34.3116,73.4674,57.2703,53.7638,28.3853
69.4416,52.0558,41.8085,62.1424,80.0945
30.7946,69.1738,67.0224,51.2394,32.5292
51.8534,50.0711,24.5480,76.7837,22.0681
33.4703,77.3814,62.5628,57.0754,30.2732
63.3706,54.8226,33.9731,68.0021,81.7078
34.9199,72.3816,61.2399,57.2593,36.1212
33.9142,66.0819,67.0375,56.7879,33.2265
58.0340,28.4635,51.2393,39.9397,62.1857
68.2156,33.1947,47.7309,34.6503,70.2959
60.7416,31.2570,58.6819,33.6809,70.6627
61.9138,54.2963,38.4557,68.3209,76.9181
63.2928,30.7620,58.8085,34.7963,75.9413
53.9389,45.0116,25.2686,72.4971,21.2326
57.6909,51.3654,27.1695,83.6240,23.8325
68.3631,27.7552,50.6428,36.4593,74.0492
60.0545,29.7876,52.1160,39.2206,71.1600
58.7647,51.0017,30.9840,68.4839,56.9306
72.2119,48.5310,43.2312,60.8617,73.4852
33.5075,68.0496,61.4104,59.4214,26.9438
65.9146,47.4924,28.1444,69.2635,63.6966
38.0885,73.7213,64.5905,60.3026,28.1526
64.6290,44.3397,33.3331,78.4184,62.7026
60.4330,49.1309,34.7392,69.3747,63.0503
55.8252,48.0533,21.1889,76.2667,22.2533
36.2113,74.0159,64.7900,57.7612,34.4256
47.1173,47.2412,19.5743,75.3443,19.8048
38.9518,70.6305,62.8511,58.0507,38.3977
61.9765,29.0919,52.2841,34.9178,68.4614
65.2673,47.5689,31.9675,71.6111,64.9918
66.4359,48.9996,33.2481,76.9733,58.0910
60.9258,42.6128,34.7217,69.6513,66.9862
64.1717,28.6405,52.5620,33.4175,72.9058
59.4653,53.5631,44.0486,61.9335,75.0964
65.3586,47.0401,35.5450,77.2189,66.8132
39.6037,74.0356,59.3571,56.5206,30.3474
37.3537,72.9320,55.2817,55.7365,31.5129
68.5124,29.1147,48.7403,32.8236,70.2910
58.0756,47.8108,30.2242,72.3248,66.4957
60.2769,39.4425,36.4276,78.1839,70.2808
48.8103,40.9565,22.2020,84.1648,21.9476
60.7674,45.8033,25.1308,80.2441,14.7932
55.4889,55.4945,19.3060,84.8148,21.0549
35.5723,75.2142,59.7199,54.0462,30.2808
60.3077,28.5973,57.5873,40.2364,70.9663
52.3420,53.2988,22.4549,79.3915,17.3542
61.0223,26.9325,49.8523,36.0276,72.4578
63.4462,45.9743,33.0859,72.3324,64.8140
68.8370,60.9170,41.9622,58.9183,74.0276
39.9870,65.9658,59.0368,55.2320,33.6031
61.0441,43.7971,35.6899,65.5757,62.1966
59.7260,28.0254,56.7783,33.1371,68.1129
36.7436,72.4634,63.1702,60.8435,29.3090
67.7117,47.5114,37.4111,63.9858,80.0879
45.5268,47.6406,26.3739,78.6251,22.8392
63.9579,41.8403,35.4706,72.5578,59.3891
52.5123,47.3485,18.3757,84.0340,21.0575
62.9411,47.3500,40.8565,63.8703,73.9972
61.2963,32.1221,52.4112,37.3141,68.7615
51.3981,47.7200,20.4404,77.1493,25.4373
60.8213,53.4712,46.0151,70.3389,68.0088
67.8903,53.1654,39.5518,69.2454,68.2492
64.9838,51.5814,39.4871,70.0017,75.9804
63.0575,42.1693,36.0944,76.4137,64.0815
54.6842,49.0072,22.0647,80.5982,21.7348
60.8159,56.4836,40.7246,65.6483,76.9096
50.1235,48.4494,17.6555,80.5294,21.3843
48.6257,44.0768,25.8854,75.5241,20.0540
70.9556,56.0208,38.5537,64.2209,82.9692
51.1563,54.8517,27.9782,74.9020,20.8461
59.3896,43.4140,33.3702,69.1210,68.3336
66.5026,52.5161,43.8297,68.3812,72.7708
49.5595,47.1712,20.8296,82.0708,18.9166
37.6028,70.8147,62.4899,55.9912,25.7009
36.2879,69.8707,65.0815,58.7728,28.9048
54.0479,38.1945,24.0948,82.9509,25.4029
65.6204,51.6242,45.8040,68.8384,73.1407
64.5419,47.1316,35.8712,70.1539,62.5727
44.3284,67.2933,55.7572,58.2103,31.9608
63.0888,54.9882,39.7300,60.9972,71.3204
65.3027,30.8502,50.4569,37.1806,68.3340
52.3041,55.3825,20.6444,77.0809,17.7491
62.5608,29.2963,51.3437,35.2690,69.9003
34.3567,75.4044,62.2376,57.2093,33.5922
64.1237,46.2840,33.6971,70.9529,69.0700
57.4197,49.1338,20.5037,86.0970,15.4815
61.1729,48.2448,30.0172,70.2618,63.5061
65.3625,54.0725,38.4550,67.7305,67.0177
43.7274,67.7116,58.4768,59.8094,31.0507
66.3683,46.8309,35.0905,60.9322,77.0623
52.3351,49.0086,25.1132,71.3910,23.4805
67.2565,56.4261,40.1477,62.0051,77.3754
67.5122,53.1154,41.5298,62.3064,78.7582
68.3501,51.4916,39.5361,65.2883,70.4475
47.7275,41.3702,21.2020,80.1092,22.4750
64.3461,27.8742,50.5523,35.3375,69.6640
63.2071,32.3819,52.5118,35.3151,64.8149
69.3788,51.6105,36.5841,67.2866,74.2925
66.1762,53.2880,44.5005,71.2860,80.1190
67.6464,38.1313,35.9519,75.6676,67.7783
39.1988,76.6362,62.0116,56.8544,31.3217
66.0145,25.9340,50.8510,33.9574,64.9269
60.9345,26.3543,51.7518,40.4425,68.6900
51.4348,49.7654,18.9137,79.3073,24.6230
53.1126,54.2340,16.9525,81.8676,19.3455
61.7540,46.0548,30.6023,72.8844,61.0835
62.5883,28.7542,50.6331,40.0713,67.2744
40.5832,70.1720,59.6595,56.1640,37.1464
50.8925,54.9051,26.5323,80.9132,23.4790
54.7689,48.4208,20.6665,77.7211,22.8392
70.6752,51.9481,38.1508,65.0576,77.9878
39.3067,69.8512,62.2673,50.6245,31.1589
53.4464,51.1859,29.6419,79.6684,20.0210
63.3930,29.4465,52.6660,38.2692,71.4579
54.8713,47.0862,26.5314,80.8408,23.6230
47.0890,46.0915,24.1398,74.4438,27.3103
63.9396,49.3676,34.7590,74.9843,61.6778
59.2887,30.2002,47.6781,37.5926,71.9447
69.2022,53.8427,40.3817,66.4711,77.3968
61.3466,55.2032,36.4287,67.0791,79.1969
54.1568,51.0969,23.1085,81.5593,20.8836
38.5408,74.4920,64.2041,54.8908,29.4478
35.7641,76.4194,65.0182,49.5767,31.9266
53.2144,42.9401,23.2295,80.0436,16.1023
36.4411,73.3667,60.6856,60.9523,33.2227
54.3573,53.5327,26.9849,81.3502,22.3730
51.8756,53.4711,21.3832,78.0530,23.2895
53.1632,53.1428,21.3721,80.7497,18.8547
57.9703,28.6975,54.3523,35.5253,68.8348
63.9655,30.4801,54.2401,39.4224,66.0824
62.7754,49.7947,45.3752,71.3077,74.3458
66.9860,51.8074,43.2459,66.3161,71.3126
61.1918,34.0625,53.0560,37.6269,69.7620
35.0900,73.4294,61.1773,52.7093,31.7912
64.3932,51.5786,37.4233,61.0600,77.4457
60.7668,32.5640,50.6696,32.5122,66.5103
66.2584,51.9680,43.7210,60.5869,76.9554
65.1868,48.1632,24.2792,81.6866,65.8457
49.5606,49.2475,24.0152,81.5809,19.5717
50.0040,46.3801,12.8505,84.4908,17.5847
39.9679,71.7016,56.7930,55.8979,33.6898
35.1505,64.6690,62.6544,50.4874,32.6485
58.4809,53.0336,20.3354,80.2541,22.4445
61.2535,48.8501,33.5094,78.1850,67.8637
40.1455,69.5641,57.2510,53.0004,28.9047
62.1610,49.5287,36.7413,71.9061,68.6773
68.6383,29.8776,49.7674,36.5544,66.7406
48.4039,43.5829,23.1381,81.4438,18.5722
72.4030,56.6067,39.4092,57.0646,71.9879
53.4671,49.2707,21.2649,78.9821,22.6360
37.8758,68.9540,62.5990,59.2089,32.2651
62.9494,55.1593,41.0112,66.8932,81.3208
68.5829,33.1763,49.6421,33.7651,70.5657
62.1512,47.2928,33.1654,73.1956,60.4342
58.6418,45.5278,38.1243,72.4890,62.9769
34.4831,68.7545,51.3657,58.8624,34.8661
65.8802,33.7896,52.9425,33.0679,62.5440
68.2107,53.0665,36.0270,66.9223,77.4086
51.8074,51.1705,24.2265,85.2789,20.0726
64.3374,50.4371,42.8731,66.8700,72.6311
36.0084,70.5565,60.6424,54.8166,31.3176
69.3216,52.2658,42.2024,65.6415,75.1616
65.6702,28.2454,45.2701,29.8578,64.7310
59.5280,51.2758,33.7415,71.6684,69.2912
59.7858,48.1306,34.7364,71.5866,67.6891
39.2360,73.7591,59.8200,57.8140,32.0215
71.1860,52.1125,29.1580,70.4416,65.5983
65.0838,43.7340,37.5737,76.9042,62.8116
60.9635,46.8757,32.7982,69.4080,70.0179
62.4662,29.8193,51.1686,37.0045,65.6360
67.0410,26.8352,52.0589,33.2203,67.4458
61.8113,45.3612,32.1816,74.6370,65.1282
65.3092,42.4593,36.0798,65.9711,61.9310
56.6800,43.2367,17.8034,76.1893,23.2882
34.8291,76.2908,61.0034,55.8220,23.2641
69.5545,33.7017,49.2296,33.1613,67.8762
36.7560,72.5683,62.0415,54.6861,38.1711
55.8177,55.2819,19.1914,73.5426,18.8954
65.3488,31.6245,44.7147,35.8894,63.0746
51.8834,48.0585,22.4525,84.5685,25.5790
67.2617,47.2689,34.5832,62.5266,63.6545
70.6801,51.5153,41.9936,72.3382,78.4383
34.0192,68.6588,64.6785,53.3568,29.2470
59.9843,50.0828,29.9552,69.2283,64.3650
65.8763,52.4794,39.1905,65.1464,73.5221
64.4842,36.2361,46.4188,38.2936,68.3565
66.0479,32.7664,52.5070,36.7560,69.4004
38.5684,70.8523,61.4942,53.1715,29.3789
58.0209,48.1681,31.3739,69.4029,64.5213
71.0767,43.3249,36.6970,70.6324,65.0761
34.4297,75.6025,62.8311,65.5683,33.9581
39.5956,79.5502,57.8532,55.9135,28.8874
37.4998,72.8923,57.8251,56.5060,34.2301
66.4718,58.4330,39.4553,60.7681,72.5040
38.9029,69.8315,54.6966,57.7955,35.4999
37.5365,71.5003,62.4888,62.4044,31.7335
55.5370,53.0481,22.7430,80.9897,24.8213
38.7809,69.2417,67.0529,52.8494,36.3233
65.8718,43.3749,32.0008,70.0968,67.3571
61.2588,39.5632,31.4148,66.9866,69.9772
34.5396,69.0076,53.9005,53.6927,29.5538
60.5895,35.7017,36.0148,73.3789,58.3642
54.7940,45.5652,32.7154,76.2290,60.0714
70.5157,48.4372,42.5236,65.6181,75.4790
36.5972,70.1033,55.0032,54.5796,32.1447
35.9903,75.5789,54.4410,60.4213,36.3448
37.5143,76.0563,61.5000,54.0786,28.6919
55.7656,32.4613,50.3688,33.9718,73.8574
68.6485,52.6346,40.2007,62.5626,74.5038
66.9995,49.4191,30.8657,74.9239,62.6588
39.7192,75.2251,62.4047,57.2840,26.7998
50.5492,48.9276,16.3680,78.7813,24.5161
51.9716,48.2660,23.9529,84.3284,22.2159
69.2914,52.3638,47.0295,65.9187,73.9135
63.9925,34.0741,47.5678,37.7064,70.2029
65.6445,26.5700,54.5981,33.8846,68.5001
68.8258,47.0914,41.1288,58.7038,67.9633
61.3247,52.3527,36.3131,62.6070,76.8993
72.6101,52.9955,37.1567,59.8948,75.6429
35.9971,76.7146,57.1992,50.4584,35.0510
51.4372,43.1428,22.1039,82.1079,25.7798
62.5694,36.4890,51.9146,35.1507,67.9127
64.7551,51.0003,39.8976,70.6780,75.5795
72.6698,47.7244,38.5409,65.5040,75.8487
63.3236,52.2784,29.9610,73.1387,69.3000
50.3000,47.0419,21.4760,77.4815,18.6521
67.3067,38.3117,27.7172,71.9364,61.7413
48.9369,52.2129,20.3211,81.5735,19.3631
52.2082,50.2061,31.3995,75.5922,24.6638
62.6150,46.0148,32.2619,72.7506,64.5852
58.7273,24.2255,50.8567,40.0164,67.6710
36.8946,68.7951,57.9989,57.8912,34.7764
64.1989,28.6988,46.5838,38.3839,67.9667
53.1347,48.5447,22.5089,79.7680,27.0564
39.5380,70.3973,61.0451,49.1602,32.9106
34.4264,69.7984,62.5442,58.3599,33.6537
61.1737,38.9354,37.5140,70.7784,61.6960
60.1977,28.5905,50.2468,36.4601,74.3468
54.1127,48.0928,19.7044,76.8597,21.8018
66.9642,53.1130,39.0488,61.8482,77.5614
65.4354,52.0656,36.4234,62.3273,76.2133
37.9698,74.1201,62.5171,52.5744,34.2579
52.0322,49.4185,17.2967,83.6474,20.2133
62.2690,44.4024,38.1345,66.3827,64.1691
34.7413,75.2507,63.6028,53.9399,36.7099
52.5182,48.7697,19.9852,73.0748,22.5673
60.6653,51.4849,35.8370,72.9299,61.6655
63.5521,53.6754,39.2793,68.2946,67.6012
65.0967,26.9841,54.9096,36.3797,71.5634
61.4680,43.7899,29.0543,75.5605,62.1759
54.6291,46.9315,26.8356,83.5458,22.0401
48.1263,55.2748,25.0838,82.6262,21.4711
67.5086,55.4931,44.3367,62.5298,75.9914
72.7527,52.2367,42.2649,68.4002,78.4076
49.5184,47.1429,23.9578,89.5668,18.9582
35.5885,70.8287,59.9836,57.9818,33.4450
37.6523,75.4747,52.7175,62.8665,29.5954
33.8492,75.7453,60.6082,59.4898,27.4920
69.7229,50.2568,33.7227,74.4163,61.3860
50.4971,44.9725,19.6820,79.5879,20.3855
68.3339,52.5635,46.3872,70.9728,75.9177
69.9479,52.2400,46.5928,65.7881,78.7138
65.4983,48.6138,34.8903,69.7153,56.2631
61.5057,32.3105,47.9079,37.6541,75.7248
41.5263,71.1471,60.1137,53.8466,33.0520
38.7333,72.0003,69.1855,57.1160,27.3861
62.5082,30.8578,50.1613,33.8914,72.6955
61.0359,45.9868,35.3674,69.7860,64.6787
64.1881,31.7764,52.1369,37.0069,69.0282
67.0446,52.4046,39.6312,69.9646,76.5590
61.1855,42.1609,31.1176,68.5473,70.1343
62.7116,48.8134,33.6578,70.8020,59.7512
59.7380,42.3377,35.4032,74.8364,61.3568
62.8539,47.5562,34.9262,76.9841,67.6360
70.0339,51.4945,41.4417,62.1173,69.0093
53.4680,49.8033,23.5543,80.7463,22.3508
53.2529,45.7731,22.4167,79.6347,19.3364
72.0256,52.0024,39.4640,64.7355,69.2037
37.7111,71.7808,62.4242,49.2188,30.7043
61.5673,51.8027,35.9738,60.3653,74.0443
62.8411,40.5059,26.8051,71.1175,56.5768
39.3326,68.7575,57.3840,63.2181,27.0665
36.7001,72.7126,59.1916,54.2875,32.7295
48.2601,53.3478,21.8612,79.7105,24.5277
36.6375,75.2158,57.8112,53.6058,34.1335
51.5192,51.9993,18.4804,82.3887,21.9278
37.2683,78.6566,60.4421,56.2480,32.9244
40.4069,73.0668,62.4408,59.9919,32.7188
36.7395,70.7993,60.2444,50.9239,32.5162
65.7556,55.4610,41.5500,62.8768,81.0582
62.3662,55.1081,44.5785,67.0926,80.7383
67.0747,53.2270,35.1384,60.0649,82.7045
63.1667,31.5624,51.3237,34.9553,70.1719
38.1541,74.9733,64.4776,52.9427,33.2645
66.2361,32.9743,55.7448,39.8112,68.1557
68.0303,53.5477,37.4655,76.7489,77.7068
74.1330,53.1163,37.2272,69.0323,80.8298
63.7367,47.3958,44.5525,66.9304,74.8061
40.2826,70.3842,55.8308,56.8532,32.7567
52.7606,55.2243,23.6675,73.6061,21.2327
57.2003,43.0647,31.3213,76.9971,61.8867
36.2687,77.5948,57.6203,58.7716,35.5921
34.7951,69.8483,58.3025,55.3173,30.0897
65.9948,35.2044,31.8489,65.8259,68.3546
64.4536,47.9983,37.0309,58.6072,70.8753
40.3030,74.1986,59.0785,51.1711,30.0588
60.4860,45.7888,33.0225,77.8136,68.9204
37.0195,75.8698,60.4674,57.2763,28.3426
53.1674,54.3437,17.7134,74.9008,17.9287
53.2120,45.0127,20.7139,83.4868,14.6625
48.4275,51.1050,25.9654,82.2814,20.4498
41.2216,70.7922,56.9495,54.4894,33.8627
72.6903,51.8724,39.6514,62.8454,72.5852
34.6718,63.3467,61.2525,52.5753,31.2749
36.3975,73.6735,57.3804,55.3980,31.2648
69.4157,51.7297,39.8044,61.7675,71.4076
62.0654,41.5023,31.0671,74.9550,64.0278
62.9331,32.3053,55.9675,34.2524,72.6909
67.2868,43.0156,26.0251,73.5492,63.7381
55.0411,51.0796,17.5841,75.8534,25.5309
40.1115,78.7780,57.7810,59.8446,33.2698
73.0515,56.6758,37.2409,65.3290,76.6229
36.6095,72.7826,61.2097,64.6096,33.1716
60.9876,44.1059,33.6963,76.5059,61.9809
65.9901,50.2606,34.9843,74.0287,68.0799
56.2979,49.9105,23.7804,84.6901,20.6002
36.1691,72.3806,61.4665,54.2378,35.9651
57.2020,26.3236,49.2999,37.7428,66.9575
47.4110,54.0961,21.5943,81.0405,22.3859
34.1203,74.7871,57.6696,56.2104,33.7452
65.0073,54.4411,40.6722,65.8336,87.5854
36.2681,72.0096,51.8021,58.2899,34.0187
37.1662,67.4767,62.2403,54.3651,32.2263
56.7593,55.2765,27.9730,76.4102,23.4216
64.3808,45.2872,30.6521,74.7912,64.5712
64.2941,44.3837,38.0713,69.8140,72.0866
65.6606,52.5617,42.4329,63.8996,70.6879
58.2803,50.3793,27.4883,74.7519,62.8558
67.6169,46.3681,36.1312,68.9858,62.5188
69.0945,49.2711,40.7459,63.6706,66.3926
58.3507,52.1130,40.8785,68.3826,71.8295
66.0912,55.4040,39.9279,63.8885,72.6431
59.0770,45.7408,38.2802,75.0507,65.3342
58.7487,44.3011,30.5764,65.8007,61.4893
64.0481,30.0837,50.8798,36.7793,70.6583
50.2758,57.4955,25.4161,74.9406,22.0784
56.6820,52.9955,21.9506,77.4270,21.6736
63.3119,30.9932,49.5924,33.9609,65.2325
70.6349,50.3041,39.9055,66.3515,79.2832
69.2349,27.3884,46.7974,35.3366,69.0718
62.4855,54.3711,38.7911,61.5079,69.9081
51.5926,50.2485,23.0553,79.5577,21.1526
64.8973,47.8869,36.6514,74.3131,63.1725
52.0670,54.3808,31.0656,82.9943,20.6598
59.6145,33.6492,55.7159,39.9099,71.2649
34.8412,70.0519,58.9624,57.5845,28.7475
71.6100,30.5917,53.5202,33.9546,67.7214
53.1815,48.3159,25.6336,82.5872,23.8378
48.4958,45.4426,21.5189,77.1207,15.2612
67.9194,47.9659,42.0602,62.1220,75.0176
59.7920,45.2242,35.1569,73.1133,62.6445
62.2340,44.0179,35.9300,76.7619,64.2020
64.6746,52.2476,38.3541,60.0042,72.0295
57.6538,49.0663,23.1790,78.6027,16.8987
30.4657,70.7020,62.7989,51.3087,26.7079
64.5468,22.2770,55.1712,40.3394,68.6692
71.6558,53.2706,41.3998,65.6206,77.6368
53.3614,43.3825,26.7423,82.1715,22.3779
35.3630,76.6563,53.8940,53.1852,34.5600
40.3495,74.7009,56.5928,54.0806,36.0473
58.2282,44.3721,21.2959,77.3930,19.1280
63.2844,54.3939,38.3053,62.8826,72.1319
67.0662,54.7926,43.4412,60.6374,77.1227
62.0158,33.2396,57.2360,41.6562,67.5239
61.0900,48.6940,41.0228,64.1884,80.9833
63.5053,50.8966,37.5631,77.8470,61.9755
62.5057,54.6395,32.0659,67.4639,62.2274
41.8876,66.4333,58.7820,56.0668,32.1633
62.1439,28.4878,51.7893,36.9060,67.8628
33.7077,67.2590,59.7579,55.9470,34.6324
67.2278,43.6039,36.9445,73.7305,64.6109
63.3221,26.7608,59.9342,38.1731,66.5099
62.4118,45.1362,31.3262,77.0931,67.7930
64.2881,31.2454,52.4277,33.8387,67.4047
65.5856,50.1529,41.7400,73.0875,76.4807
36.4198,74.1086,57.9628,59.4689,35.4306
48.1998,47.1553,21.2775,79.5286,18.6069
41.4484,73.4618,61.2622,57.7987,33.2385
51.8362,51.2386,23.4194,79.6555,26.1215
57.7168,51.0999,32.2030,70.8214,63.9639
65.3333,52.8371,41.7294,57.3444,65.9226
60.7401,44.6009,29.6912,80.1541,62.4733
58.4184,47.4718,31.4794,67.2603,57.5327
32.3106,76.2350,59.3423,57.2027,34.6304
61.5161,44.9950,38.8580,78.2951,63.9176
55.4163,42.7617,31.1997,64.9023,60.4101
65.5814,48.6825,42.2518,65.2152,72.7623
64.7428,38.5272,33.7464,73.3320,65.2374
62.2565,45.5295,33.6789,71.4565,64.5600
58.7952,55.5542,47.6724,67.5731,75.6264
65.6746,51.8051,37.8640,63.3208,73.9076
57.6199,43.3922,30.9436,64.9820,62.6124
55.1615,50.3315,21.5874,79.6137,19.9491
65.5972,43.5951,29.2336,74.8806,69.5911
58.5352,42.3632,29.3426,69.4419,69.3951
69.7308,51.7087,45.8132,63.0874,84.5414
71.8064,53.9945,32.6265,68.4667,75.0016
68.5052,49.7895,39.4886,72.3354,66.7483
36.3296,73.7674,63.2446,57.7182,33.8692
53.0395,49.8334,23.6471,83.9624,21.7478
66.2549,52.9969,31.5572,71.3440,60.9891
69.1482,50.5283,41.7840,67.1884,84.1364
47.6491,46.9704,23.1110,85.3743,21.2112
67.5300,30.2241,47.5284,37.2644,62.9500
38.1320,70.4269,57.9861,54.9833,31.6961
60.4818,49.9431,35.4278,71.4893,60.8782
50.3501,53.0152,22.7013,75.6772,21.4917
62.9588,40.0728,34.3504,73.9133,69.4186
31.8592,69.1892,60.8954,53.5737,34.5229
63.2246,51.0465,32.5303,75.5084,63.9985
37.0623,74.1247,59.0442,57.5294,30.5049
70.0541,53.8311,41.9226,71.1319,79.8211
63.7157,52.0082,46.6405,65.0773,71.3070
64.7391,53.8049,40.9323,57.1052,72.4161
50.2285,48.3962,21.5720,81.2365,26.6228
58.5426,26.1526,54.9135,36.3535,62.9894
70.0056,48.5264,45.0501,66.8734,73.8329
62.4308,32.5186,49.2660,37.0553,69.2367
65.4529,33.1343,48.7026,35.8089,61.2768
59.1245,50.3987,36.3877,72.1957,65.9353
34.1048,74.3014,58.9079,51.9648,34.4017
53.2929,47.0428,18.5080,79.0279,21.0364
62.4641,48.7199,30.2642,77.6071,64.9626
68.7020,29.6777,49.1217,32.4869,68.9192
68.7380,54.2347,38.8090,57.5661,75.5381
60.0066,47.3349,29.4378,70.1035,64.2254
65.0368,54.1209,42.3686,66.4642,75.6550
70.1365,49.5901,45.1954,71.8706,77.5084
61.3659,52.2200,39.0245,67.6780,78.7926
59.2557,39.9972,51.4713,36.3102,75.8137
50.1501,51.1578,21.5819,75.3890,23.3111
34.4983,69.9350,59.0871,56.5382,34.1377
67.8852,52.1646,38.4854,70.8511,71.3467
50.0386,48.2731,23.0939,77.8123,26.2357
51.5373,47.1431,18.8547,79.2069,16.0737
35.1838,70.4490,66.4986,55.6506,30.4788
34.3448,75.0220,64.6668,56.6785,28.3164
64.4740,23.9043,53.2159,38.9211,76.9778
69.0550,50.7610,31.5098,75.4987,67.8274
67.8997,52.5965,40.1046,61.6044,82.1946
64.9878,30.8616,49.1550,37.4045,67.6031
46.0100,53.0655,23.4928,78.8722,21.5706
34.4133,70.8872,52.9947,56.0009,37.2502
37.4456,69.9617,59.1478,57.4059,31.3448
57.2963,43.7201,25.9199,75.9508,20.3303
66.0003,25.5990,55.3057,35.7106,63.1936
31.8026,70.5004,58.0885,59.7007,31.6792
38.0553,69.5281,61.0011,54.8606,30.0172
34.9344,72.2063,56.3132,58.3008,34.3506
57.7298,45.5929,31.5236,71.7574,64.4229
47.8215,47.8804,19.8428,77.6687,27.6835
66.4057,50.0199,42.6583,63.6176,75.2758
35.2388,70.2529,57.5890,51.2847,31.3547
63.1282,26.7444,47.2007,37.8862,66.2086
37.0015,70.7881,55.9367,61.8307,41.0400
56.1921,49.0805,24.8055,83.3259,23.5489
50.6454,50.9009,21.5988,86.2693,16.5998
66.0131,29.3177,51.3599,37.1744,69.5736
57.0563,48.8436,17.8373,83.5210,27.7335
55.9142,45.6215,23.0463,71.5527,16.7561
57.9100,46.8160,16.6432,76.6784,18.3538
62.2557,34.0925,50.7336,33.4399,67.8399
62.9620,50.0836,36.2033,65.6739,76.6145
40.4985,71.4379,58.3733,57.6456,33.9663
66.4700,49.5202,35.5135,70.7396,66.6480
41.1618,79.2489,58.4178,53.7050,29.1028
64.7127,51.8045,33.0771,81.0702,57.7392
67.1985,52.9033,36.6248,66.4866,74.8741
65.4231,30.2577,49.6158,36.4808,67.9983
67.9492,28.8026,48.1820,40.9055,62.8610
41.0193,74.3534,60.0666,60.4863,33.1745
33.9583,75.7888,61.1804,55.1741,30.9177
53.4996,30.1111,45.6951,35.1496,67.7124
59.4419,40.9154,33.7341,75.3602,67.6143
54.5755,45.1285,20.7184,79.6298,26.1783
47.8463,48.1605,24.5168,80.2524,21.1339
51.4717,47.4021,26.1054,84.0643,22.3953
70.5141,35.7972,49.8371,33.4972,66.8526
58.1840,43.6183,25.2778,75.2820,28.1570
36.2843,73.8750,65.1110,49.3317,34.6890
62.7035,59.2232,40.6419,62.7683,74.1697
57.9329,25.8322,49.4817,38.0827,72.8728
65.8411,51.6367,33.4561,72.3104,66.5851
65.9581,31.2467,48.2894,40.3050,64.7817
36.4903,75.4685,66.3700,54.9435,37.8566
66.1268,28.4554,49.7491,37.1823,58.9854
59.5064,29.5562,48.1549,40.2223,66.9886
68.0129,50.5017,40.8035,69.3665,71.9246
47.0151,47.4370,22.9820,78.6845,24.9926
65.9859,53.7475,40.3798,52.1983,77.6434
65.8780,48.7581,33.1954,76.4519,69.6308
65.9357,30.9264,54.1179,37.7582,75.1292
38.3627,73.1087,64.0932,55.1424,30.0651
60.2452,29.1627,45.3161,36.5810,66.7960
65.4717,30.1619,51.7069,38.4532,67.0409
65.9547,53.9201,41.4763,57.5616,74.8844
42.3856,52.3067,16.9002,74.5314,23.6628
63.1111,48.0125,29.6548,75.0354,60.7044
65.4409,27.9527,52.6440,40.0194,67.8916
60.7499,38.7911,35.0869,74.1062,66.0712
38.5737,69.5164,57.0397,56.3567,33.1695
64.7616,30.9577,51.8608,39.7036,69.8929
48.1314,43.3361,19.1561,80.4257,26.5600
54.6318,51.6375,24.3358,76.7991,19.7049
46.8834,45.5626,23.4525,79.8459,25.3985
63.8199,33.1287,46.1422,40.5547,72.0631
36.9493,69.2960,61.0796,56.7276,28.7475
61.9330,47.3308,40.6817,70.3135,63.6859
68.9691,45.9903,30.7096,70.6099,66.0661
52.4698,52.3635,25.3571,81.5565,18.1298
73.2067,37.2105,49.2608,33.3133,69.2013
60.6397,48.8517,37.1843,75.3366,65.3224
52.2552,48.7522,27.5028,78.5499,19.1518
57.9925,30.9389,51.8941,36.2945,62.1896
56.7654,49.4492,22.2263,76.8188,20.3968
62.6040,46.4134,33.4616,65.6753,62.6542
58.5934,33.5845,51.5624,32.9089,69.0933
68.6881,52.0078,40.6987,69.6876,76.7748
35.1349,74.1259,66.7724,59.0540,35.5173
65.4864,50.7619,41.4887,64.9399,79.4994
58.3693,57.9477,22.0547,83.3017,28.9238
57.6552,49.5941,44.4565,64.4607,70.1626
62.6814,53.0983,37.9099,62.3560,77.1903
48.2889,47.3605,21.7484,75.3474,19.4525
66.4963,45.6067,31.4458,75.7882,65.6898
65.9656,51.3440,41.2679,60.9613,73.3758
64.1945,30.7656,46.1479,35.3656,68.3127
38.7022,76.1057,63.1955,55.0723,25.8502
51.0269,51.0174,21.8682,82.9807,25.4986
66.1802,49.4373,34.4480,72.8147,67.5378
50.4234,54.0424,22.6711,77.6542,20.7606
61.3879,47.0034,31.4400,70.1016,64.9726
67.0105,28.6357,54.0129,34.5143,67.9547
56.5100,53.8830,43.3899,68.2605,79.1256
61.7042,33.5718,50.9928,38.2070,68.8379
64.4265,30.6822,52.7966,37.7712,72.0180
60.0064,27.3789,54.2839,33.7867,71.2782
62.0240,54.3449,42.6807,61.7438,76.7309
66.6326,32.1181,58.2486,36.2874,71.6511
60.5076,44.3707,37.0098,74.6039,64.3626
54.7193,54.1659,17.4639,74.4799,19.6696
67.9820,57.6471,37.0347,59.3323,75.2373
