attr1,attr2
55.3172,75.6954
64.5089,66.9201
60.1801,70.6206
59.0675,51.6702
54.0427,79.9041
78.0215,71.2866
64.0553,63.1921
72.4763,69.3378
63.6025,64.0824
57.6359,59.0753
59.8311,57.8191
60.2294,55.8060
62.7259,61.7034
56.3509,57.6809
71.4917,70.6447
60.5823,55.8551
74.9366,62.9127
50.3118,78.2637
59.4473,57.9637
56.8793,59.2109
62.7275,57.9448
58.9067,55.6681
60.3438,66.7103
51.6290,71.9634
57.0031,71.3928
63.7049,60.0893
55.4429,57.8808
85.0275,70.9224
54.7041,83.0361
50.2703,79.6716
71.6066,60.1057
74.7208,68.8490
71.3823,71.4530
65.8622,59.5628
77.8389,70.5201
75.4061,73.8007
64.8100,65.4891
68.4333,58.6939
61.6328,57.9061
77.0568,53.6651
67.6848,61.3189
61.0865,66.4013
72.9965,70.6022
58.9553,66.0917
51.7254,80.3140
55.1877,63.0071
76.6440,61.4776
50.2670,75.6626
58.8524,53.9609
61.0529,67.2593
53.6597,76.8956
68.0120,68.3088
77.3887,54.4779
57.1879,56.8605
60.5534,57.1819
77.3638,58.6545
64.3997,66.1912
65.4828,64.2705
54.8181,54.6946
55.9279,79.4025
75.2255,72.5046
57.0567,51.2073
56.0716,56.1237
72.6611,61.0995
73.7576,68.2777
65.0467,57.3136
71.9540,73.1384
74.2287,59.8708
64.8541,60.9082
53.0458,77.3409
55.3131,79.3302
58.2688,59.4363
57.0701,59.7081
57.9557,61.9856
68.8132,58.5142
59.5982,72.9437
56.2340,53.5033
55.0405,78.4639
64.4255,63.7907
58.7294,81.0790
54.8502,74.4364
59.3517,55.1559
59.7783,57.4318
66.9655,54.6453
58.0933,56.3295
60.3961,63.9910
54.3950,63.8003
58.0795,58.8885
79.5147,63.7162
57.0486,67.4374
69.2609,55.8478
56.3771,77.8778
59.4033,77.7786
58.7570,58.0904
73.6026,59.7307
71.7963,74.2079
69.4189,62.8385
58.9587,57.1859
61.6216,57.8281
74.7132,71.6178
58.7084,55.9828
75.5229,62.9169
62.6516,60.5376
56.1224,57.4421
53.8916,71.8843
52.3004,82.3845
62.7757,58.8426
68.3321,57.4052
73.8666,63.3106
66.1097,67.7489
82.5288,69.8304
63.3154,73.2941
66.1343,65.2775
48.7449,76.2978
66.5448,58.6535
59.8661,53.6167
59.1969,52.1497
75.3735,70.7297
61.7242,53.7463
63.0704,67.6786
65.0564,62.1029
86.6906,75.9512
71.3116,63.1932
60.5196,65.1661
71.3884,68.2372
50.5320,78.7587
62.2191,52.6455
77.1218,56.8417
73.2149,70.3280
56.4754,80.5274
67.3118,70.6067
59.5396,54.3248
75.9635,52.5506
72.7395,71.8730
56.5321,55.6856
63.3238,66.5691
68.8906,70.0101
72.2396,64.4398
55.3633,82.7514
65.5593,59.4854
68.9146,56.1770
57.8172,62.3876
57.8924,77.3806
61.0580,64.2958
53.1172,85.1729
75.6336,66.6649
72.3642,54.1595
51.0065,74.6712
55.3587,82.2366
64.0952,68.4253
55.3699,77.9943
58.3250,56.1406
60.3508,54.2052
64.6370,72.4403
59.3392,54.9356
63.6992,57.0076
61.8694,64.2935
68.8475,67.7653
76.4195,66.5731
63.1761,65.0500
72.8022,70.5460
49.3789,80.0671
69.7004,63.6007
55.5933,75.8436
71.0515,56.1150
57.0532,55.6076
72.8990,71.8355
62.0043,61.0713
55.5317,77.3814
57.1787,52.4899
60.6502,71.0322
58.9179,52.0775
68.1467,74.2304
68.4429,66.0904
53.5991,81.5479
64.4388,67.0316
72.5189,70.9885
62.4284,60.5241
74.1926,66.6402
73.9544,67.1164
63.6717,52.1117
62.7847,59.6305
71.9475,71.9264
63.4386,60.1937
64.7685,62.3724
64.7426,58.6629
54.0318,79.6974
71.3606,59.2644
61.8509,54.0619
60.3708,53.8667
74.6129,56.2783
68.7705,64.2297
69.2699,60.7526
51.3030,84.5688
75.4192,68.2884
60.0544,55.0779
59.4630,58.0990
48.1431,77.2638
67.8632,61.9696
76.3200,55.7185
56.3563,52.0142
73.7033,60.1562
52.8955,88.1820
70.9668,61.2077
64.3479,69.2441
57.3026,63.3946
71.4013,71.1756
51.1017,80.3729
57.5407,56.9219
50.7076,74.4920
69.1764,62.1259
76.2087,63.5400
61.3081,63.7498
76.0714,60.9775
71.7338,57.3338
74.3314,74.0718
49.0267,80.4823
70.5386,59.9821
52.2866,77.0436
51.3503,81.9166
76.1527,59.7957
77.7663,53.2393
77.7797,70.0559
77.6153,75.0061
69.6562,62.2756
64.3632,48.4338
76.6369,55.4221
64.1197,58.0249
72.6639,68.5066
49.5279,78.8008
71.2702,54.6734
69.1284,69.7253
56.6755,50.4125
63.0516,74.6477
56.4683,57.1836
74.4544,60.2682
73.8439,71.7550
55.9176,60.0804
64.6016,64.9788
70.9015,70.5805
65.6170,57.2307
56.9676,56.7788
71.2365,66.6128
59.5728,61.3516
65.4833,65.5001
68.2855,67.3010
60.9424,67.9151
57.7879,59.4499
56.7417,50.7272
54.1336,81.7495
68.2179,69.6316
60.8254,71.4051
74.3641,61.1029
56.9073,77.1459
79.9887,57.1876
54.3906,86.3577
72.8100,56.0130
51.0784,78.1393
55.0317,82.2406
54.7955,55.0658
78.4847,57.3519
56.8569,84.9270
66.1318,62.0060
51.2607,81.6920
56.8746,52.8803
55.5214,53.5812
70.2262,54.7525
52.8748,78.7406
69.8605,71.2173
69.2688,50.2406
56.9349,56.0131
59.4063,55.3300
71.1827,55.4314
60.5475,63.1415
65.9822,71.7507
52.2411,51.3725
58.4481,75.1083
66.6295,68.2673
67.0868,65.7379
56.1277,77.0330
74.2324,63.1542
58.4205,50.0279
64.1207,56.2389
61.1097,55.1956
51.8646,79.0352
72.1158,57.0165
73.3696,62.3821
64.8267,63.7677
52.3148,78.4793
71.2166,67.8665
69.4333,71.8938
80.4548,68.6062
50.6463,82.1540
74.3029,59.8411
72.6510,54.2124
54.3561,58.9983
63.9957,67.2464
69.4319,67.8372
63.7227,57.7039
53.4610,74.7838
72.4949,69.4961
73.0805,69.3211
78.7907,70.8207
74.3982,68.9348
55.4210,76.8536
57.5268,81.5056
54.7760,61.9136
52.2151,82.3615
69.2223,57.1108
71.9948,76.8138
50.5602,82.3746
72.7894,54.6780
74.7653,67.4700
59.6199,77.4513
72.8861,57.9600
65.4915,65.7269
52.0791,70.5767
69.3048,66.3833
64.1131,66.2231
53.8705,73.8083
55.7940,70.4732
65.8641,58.6926
63.4006,65.9381
76.0703,60.4126
54.4074,54.7953
71.5685,72.1100
68.9631,68.1126
64.9191,63.7721
59.2248,54.1288
62.1811,59.4443
59.5398,56.5193
77.4136,65.3528
61.3950,58.8223
72.0242,73.2181
70.3602,53.2412
51.2184,79.0960
64.6574,69.9838
51.3613,77.2378
67.2676,66.9568
54.1433,79.6500
63.2310,65.4302
64.4468,61.9253
51.4141,81.9418
75.0108,71.8010
71.8530,75.3850
53.2745,80.4273
74.6811,73.5499
56.4434,54.9570
76.7305,69.4811
48.2266,74.2930
58.0558,54.2633
54.8684,50.7918
57.8985,59.2530
54.9720,75.8404
50.6625,75.9690
55.2558,77.3910
58.4000,70.8270
51.1950,77.4129
59.3134,66.5924
73.3252,58.8967
68.6508,71.9450
66.0311,57.8728
73.9958,63.9920
63.2845,71.9492
76.4578,74.0658
53.4835,77.7300
70.3055,57.8771
78.7964,71.6523
50.7428,66.6553
66.6287,62.3771
55.0987,52.6951
61.6360,63.5826
67.7241,62.8430
65.0076,67.3982
63.0292,69.4777
60.7077,56.4146
61.6011,52.1760
50.9417,79.8333
64.1044,55.6695
65.7508,64.1672
57.3499,84.6357
59.5235,60.8220
66.6358,68.3279
62.6291,60.8213
72.2329,74.2458
67.6298,62.0051
55.1219,48.1700
62.8279,64.9289
61.4215,63.0881
73.0628,58.8563
64.2113,59.6938
68.1305,62.8810
70.5728,58.3387
62.6921,62.2652
74.5178,64.3042
66.4655,65.8131
54.4434,49.5961
58.1543,54.8165
73.9399,61.9461
77.5954,66.4527
73.1684,71.9592
68.4234,69.6538
64.6091,65.4344
60.8527,66.0543
74.7907,58.3749
58.3480,82.9884
51.7918,77.9387
51.2871,76.6333
55.7496,75.1004
56.1863,79.4820
72.5803,66.3325
70.3901,58.9200
56.6637,53.2007
75.6449,52.6361
48.9647,73.1601
52.9091,76.8937
68.6622,73.9795
58.3569,63.3400
56.1543,85.1333
74.5280,66.8036
55.4760,77.8425
57.0532,58.8913
76.1554,61.9163
54.5532,80.2835
54.9151,56.0162
55.7421,77.4390
51.8568,55.9343
63.6167,49.9305
72.1805,67.2210
74.4690,63.6358
59.7112,57.4591
76.3582,58.1946
60.6872,55.4129
56.0110,52.9280
63.7569,68.3814
67.3311,61.2773
61.5568,69.4848
58.6919,56.8555
73.9726,56.7409
61.4710,58.8009
63.3710,63.7288
67.7722,56.5492
51.5840,76.3860
57.1237,56.9947
73.5012,63.7894
78.1239,60.3634
65.2243,65.2239
63.7348,64.9592
48.8938,83.0287
71.1799,61.0277
69.4297,60.6470
61.8685,52.2542
77.6792,60.0128
75.9108,58.7871
72.2216,60.5459
50.4289,74.7996
66.4225,59.9243
70.3108,61.4930
58.9105,55.1748
66.9151,63.8503
79.7959,72.9043
63.4982,61.3784
74.6996,62.4813
59.6124,70.5333
55.3708,58.8026
56.9481,51.0608
75.3321,57.6985
60.4607,65.5383
71.5206,58.1527
51.2923,73.6891
52.9815,73.1353
71.9273,57.8147
59.6219,58.8065
79.1117,69.2575
57.0868,55.9147
69.3873,54.2803
46.5626,81.1199
68.5272,57.2193
80.8206,73.8580
73.1493,69.9334
51.5462,77.7837
68.8226,62.9322
58.9509,50.5461
52.4911,78.0918
63.4216,54.3749
60.6698,55.5049
52.6772,76.0259
73.8420,67.3345
57.5781,77.4405
56.4983,69.8494
53.6797,81.3133
67.9233,60.0026
69.4984,69.4696
66.0675,64.6564
52.7175,54.2829
65.8172,64.0492
70.2638,59.7507
56.2210,56.1880
53.1964,79.3100
58.2665,52.0739
53.0719,55.5833
59.4749,58.2444
51.3146,72.2979
73.6194,66.2734
66.3760,68.4932
70.0809,60.1101
77.7396,70.1059
75.7672,68.8457
57.0027,76.4972
74.7349,60.7954
58.0547,79.4432
75.0711,72.9817
61.1673,58.5470
56.1035,61.8599
56.4943,56.3151
71.7050,56.1328
51.7205,78.0904
74.4325,56.0686
77.0293,63.4352
69.0719,64.3342
55.5466,82.5387
71.1343,62.3213
65.3928,67.3546
65.4902,71.2060
75.2626,58.6395
69.3159,58.7475
77.6321,58.4902
60.3519,50.8473
61.8367,68.4857
67.7275,57.8798
75.8888,73.7343
68.5625,73.2465
66.1054,62.8990
56.7144,79.1386
74.5546,71.2831
72.1401,69.1640
49.8094,77.9938
55.7216,58.5310
64.4471,54.9329
54.6061,61.0784
84.1926,69.9515
67.0066,72.9552
60.4475,60.4476
69.3148,66.5228
66.7559,67.9086
61.7988,58.9211
68.1588,61.8734
74.0857,58.2155
72.7203,61.5166
63.4497,53.0453
75.1578,67.8347
55.6262,55.7307
77.6878,56.1318
73.8583,56.3762
71.3568,56.0974
74.1093,57.0480
53.5857,77.2887
57.2602,55.5441
53.3620,74.0315
57.4882,51.2823
58.8346,55.9362
63.3758,54.5934
70.1683,70.4219
84.6637,71.8358
70.4232,62.5909
66.7325,63.5117
72.9391,69.6383
72.0920,65.1806
68.1015,62.2244
65.0696,70.8112
53.5697,63.2781
60.9920,55.9035
57.2952,59.8745
54.3331,79.9859
57.9505,53.5433
77.1663,70.5995
70.0626,57.4477
60.1742,64.6324
61.5738,58.6969
71.8353,67.9802
61.8920,65.7427
74.0981,73.2944
65.7797,66.6659
52.1831,78.8311
67.0867,57.4514
78.0937,56.7090
73.4070,63.6138
52.6672,84.2111
72.6662,74.9588
60.3032,59.9974
61.9088,55.6809
60.8818,57.2202
71.2801,57.6718
71.5833,62.1375
75.4558,59.4950
61.3817,58.9275
70.6310,69.5260
71.6538,68.6461
71.6502,62.8836
59.6198,55.0596
56.0544,74.0111
57.9693,52.0595
63.3270,63.1464
73.7830,69.0490
56.6841,81.7061
54.6497,75.3816
65.0190,63.0329
72.8696,56.1911
62.2273,65.3645
74.8696,68.2493
63.1365,66.1312
57.5064,65.5135
49.6055,84.8928
70.4732,64.3124
60.9182,66.9152
65.7771,68.0522
73.1998,71.3093
53.3906,85.0917
76.2931,63.7770
58.5540,66.8176
73.9287,71.3053
70.1600,74.3830
54.1841,78.0476
52.2014,77.5068
52.4973,73.2503
51.7669,77.4655
54.3031,82.0231
77.7822,67.3470
76.1759,51.1126
69.8573,56.5047
74.1673,72.7932
75.8750,72.2570
49.3662,76.1101
63.3245,65.2496
65.4601,63.6919
58.2142,84.0792
56.5170,52.2213
61.6956,60.7726
69.8909,57.7215
73.1648,50.3982
60.9696,50.0549
53.6554,74.5791
58.5092,54.7161
72.7380,63.9021
49.8694,74.6926
71.2986,60.6332
72.0062,72.7757
62.7761,59.6358
71.9734,59.7431
64.2188,68.7707
76.2742,72.0266
51.7080,49.6972
78.5350,71.9488
61.4494,56.5751
74.5879,60.4073
71.3309,62.8313
70.1683,58.6175
55.0232,76.3230
73.8055,58.0532
69.3376,71.0625
61.7771,53.1869
65.2640,60.0114
54.8461,84.0119
67.6455,57.9849
51.8616,82.6283
55.9216,56.1454
50.5491,78.1843
69.7873,59.6609
67.4286,68.7023
53.6768,78.1523
60.8828,58.7370
71.7241,62.6730
76.3754,62.3314
64.1747,64.2486
57.4096,76.8843
54.7048,78.8051
74.1323,71.3801
76.1901,60.1805
60.6060,55.7542
73.6050,71.5876
76.0454,68.8773
63.4204,64.9174
52.7518,78.0081
65.2023,61.5240
47.5051,79.6958
57.6042,54.0938
69.7777,64.7100
59.5216,71.2270
67.9948,64.5360
52.2809,79.8419
69.0938,56.1501
50.3604,79.6320
63.2326,65.6051
51.4187,77.2737
66.6625,67.6838
67.6467,54.9331
56.8868,53.5043
75.9893,60.7791
73.9165,69.4536
56.6346,56.4221
64.3978,66.4671
59.7708,63.3159
60.0292,66.4461
74.6067,72.3392
69.6394,71.0583
76.9649,52.2772
54.8415,83.4754
61.4951,60.1762
74.4544,70.0879
62.7226,55.4564
72.7579,61.6963
80.7309,72.9709
60.5493,53.2707
72.0694,66.9583
53.7059,85.8719
50.9531,81.7464
69.0111,69.9460
59.2611,63.5578
71.1329,64.1894
49.6315,80.6191
48.4227,74.4817
52.8686,73.0102
72.9832,55.7601
50.2897,80.1129
73.4367,72.7208
54.9935,86.1420
51.4329,78.4444
58.5447,57.8672
47.4557,75.4921
69.4408,56.3783
61.1765,53.9424
57.3829,84.4201
63.5460,72.3282
59.6145,54.3650
73.5822,63.5084
78.5155,70.6250
59.4952,61.6594
74.9064,65.4462
79.7451,68.1169
59.6860,55.8254
61.1139,62.0715
66.1786,66.5676
75.9946,74.3880
78.7919,74.9879
71.8939,63.1796
64.4705,63.5317
51.0119,74.4618
51.2244,73.3249
74.0238,59.0741
61.0997,58.6042
51.6669,82.8363
61.8628,60.0272
73.7312,69.4353
58.3665,77.3693
75.3392,60.6798
52.5361,81.9429
54.6926,85.0830
76.5894,76.3279
51.7297,81.1731
64.5999,52.3494
68.4593,68.7045
54.8978,56.1325
62.9731,56.7723
57.8635,81.3641
61.2310,60.2560
58.4810,58.4257
60.8054,56.2657
65.1111,61.8284
73.9009,54.4344
74.6130,69.9761
79.5156,55.1947
58.8502,61.4339
67.3135,63.6233
57.2578,78.1890
71.2586,64.0283
60.8898,61.8523
52.1178,74.0027
59.1804,62.7438
75.9050,73.0801
50.5016,75.0517
65.8486,73.7066
53.0551,80.1379
72.2883,54.0669
70.1259,61.4495
70.9846,62.5190
70.4016,68.7749
66.4643,57.6584
56.3268,57.3922
59.9099,58.6698
77.7408,72.5019
76.1503,59.7092
66.9827,67.5829
65.1019,59.6422
50.0968,78.9638
72.2421,70.8802
55.1538,79.2221
54.7833,80.1908
55.2862,75.0026
70.5922,72.4527
66.0890,60.5182
58.5865,59.5206
71.7456,56.2939
58.0644,53.8886
62.7866,63.1432
65.4572,68.8023
65.1427,59.8034
55.2649,69.1303
62.8254,69.1016
60.7267,55.2897
59.0809,52.1164
58.0170,52.1224
50.8171,75.5638
53.3042,78.5234
69.0569,64.7097
74.5147,74.8757
64.5959,67.0505
70.6629,76.1896
57.4663,82.6254
50.5889,78.6555
60.5945,52.7426
59.1693,50.4057
57.6460,53.5630
60.5457,52.8244
60.0303,54.3730
76.0437,70.2993
66.9103,55.7843
56.1629,50.8836
56.6249,52.5841
56.3513,70.4746
58.5105,52.2305
71.1955,58.7877
52.7739,82.2349
75.8900,69.5379
73.2233,76.7664
61.5189,58.9923
74.3314,56.0245
78.6864,59.3489
57.4083,80.2204
73.5457,69.7115
68.0767,72.4628
65.9539,63.2227
66.8812,71.2564
52.9210,76.1250
73.0010,69.4124
60.3348,56.7229
53.8869,79.7514
65.7167,63.2206
68.6706,71.3927
71.2878,59.5852
64.0360,63.4317
53.9134,81.7622
56.5947,51.1872
52.2156,80.4120
66.1284,61.2135
56.9243,77.2202
57.1726,56.3261
51.2959,69.9789
76.2756,78.3553
50.9238,76.6692
74.9419,62.0255
73.4252,56.3866
71.4545,56.8141
74.0771,66.5289
73.0528,52.8404
50.5337,73.9067
55.2157,52.9785
71.7388,75.2651
60.9812,58.6605
70.0343,71.3131
78.6482,69.8163
67.5556,62.0783
67.8598,62.6671
58.1862,55.4989
55.9846,60.2562
57.4903,57.4551
70.0803,63.0939
70.6932,63.5709
67.4489,67.1925
56.6942,51.2748
50.3022,71.4550
52.0001,81.4254
62.3162,64.1595
76.0937,59.1759
55.1804,58.5438
53.0240,80.5469
68.8944,61.6774
68.3660,65.7550
62.6715,64.7381
50.8584,74.6314
57.0521,52.6649
69.9946,61.5156
61.1644,61.3583
75.7512,71.3939
71.4679,67.4105
51.9629,80.0795
57.1681,65.3083
53.2242,83.5898
60.9624,63.2407
76.0926,57.3724
76.7517,70.4488
75.5697,60.6482
75.4169,70.6766
60.7364,62.2289
49.1589,78.2975
56.4719,81.1748
60.4654,53.9136
76.5630,62.9804
71.1958,68.9151
52.2201,74.4222
52.8550,75.4370
54.3837,75.7793
64.5958,69.7894
51.1241,85.6297
56.2302,54.3067
57.3816,54.9278
79.3547,70.7221
71.1671,72.8049
50.9254,57.2758
52.3318,77.7225
74.8677,52.7829
55.7177,57.4871
73.4462,56.9647
61.7424,57.8348
70.4415,72.0889
77.8353,71.5538
66.2097,62.3268
62.1165,62.6282
66.9074,69.7379
62.4808,66.3988
54.9591,74.7253
60.7146,65.1481
54.3004,53.6820
65.0665,68.3261
65.2889,67.0971
64.8673,59.2331
71.9038,63.3842
71.8175,66.9694
72.6592,57.4632
57.4351,57.6776
55.4096,58.3610
68.4013,67.8693
65.9371,70.5441
55.5125,59.9760
52.9189,77.9209
50.8854,73.1583
71.1133,61.2737
70.9977,68.4727
74.3839,57.1068
51.8021,80.2072
48.5290,75.8249
72.1641,59.6604
59.0720,61.0714
64.6808,59.1916
66.8379,59.7031
66.5743,67.0021
50.4008,82.8870
67.1317,64.4965
58.8035,53.2413
53.5944,59.0303
53.7027,76.5154
58.5757,54.2818
75.7225,55.9018
68.1683,72.1247
78.9381,74.1018
77.5920,62.9152
58.4361,58.2666
74.4946,69.8244
53.8753,52.1912
75.5094,67.5328
70.4157,62.6515
73.1839,68.2741
53.7334,84.0750
64.5248,62.2819
66.4093,66.2386
49.4586,78.9351
58.8265,56.2460
58.3882,62.9147
68.8788,74.5901
60.6267,55.5534
50.3131,85.5318
70.7326,54.5824
55.1069,87.2033
77.0577,67.5096
73.5945,69.4539
61.4839,68.2140
55.1406,80.4560
60.4077,52.6815
52.7298,74.9986
69.9821,59.0387
59.9467,60.5949
66.5208,59.0900
65.5174,55.8825
63.7882,55.8922
76.6648,58.8815
74.0103,58.5738
67.3478,67.0656
68.2045,53.7627
55.7061,83.7878
73.2538,71.6603
56.9353,58.2674
72.4555,65.9550
54.5918,83.8350
60.5878,53.5450
77.7976,57.2378
49.9240,84.3481
53.7743,79.6955
63.6636,68.1708
73.7324,63.2061
72.8763,62.7750
71.8942,72.2079
70.6521,70.1325
70.6622,64.2125
67.3780,54.3688
67.1488,65.4089
65.8837,66.8407
75.8252,71.7841
74.3956,59.8462
73.2623,69.2426
67.1810,61.0775
56.4395,62.8410
59.0017,56.8870
66.3744,56.1829
59.4409,60.0452
49.4506,78.0296
61.6821,57.3955
60.9445,58.3067
66.8305,60.9557
59.8113,63.2353
56.2604,59.4599
67.7320,66.1871
67.0916,70.1511
66.5152,64.1451
61.6192,49.2043
74.9478,69.7815
67.8263,57.3133
72.5910,59.3422
53.4157,79.4332
51.3674,79.2448
70.8694,55.5370
73.7884,71.7909
70.0543,70.7902
78.0072,54.3049
72.9308,65.2295
73.5323,70.9982
69.5327,62.5894
56.2371,77.8428
66.0755,65.7124
52.3962,57.7202
52.7910,75.8284
56.6335,73.4856
65.6892,67.3584
55.7613,76.0370
61.8216,75.8540
60.2242,67.2966
69.9818,65.3220
58.1685,58.3140
69.2718,66.3943
62.6272,59.8383
60.6270,56.2920
72.8048,61.9457
62.2561,56.0568
57.1858,64.9388
53.9149,72.7791
60.9067,65.0487
63.5427,66.4995
64.4469,62.1909
54.7507,58.5997
65.1039,64.2150
53.8776,77.0577
53.4763,61.2067
52.2636,82.4284
52.4438,75.1479
70.8020,62.7590
78.3916,67.3735
76.9460,71.4550
55.7927,78.5479
53.1309,84.7847
62.5858,68.2820
60.2654,67.0658
52.7414,81.6320
49.5318,78.5383
51.8742,80.1562
75.7656,72.5404
64.1123,59.5698
76.2685,69.5077
76.0183,70.1301
51.9840,76.6634
74.2770,63.3243
49.5108,75.9678
66.3310,68.0641
53.5857,78.9541
64.5057,55.9395
57.7353,77.0850
73.0754,63.1164
71.5038,64.3236
61.9047,55.9291
51.2412,75.8659
62.1662,69.7420
68.9910,57.0898
71.7564,71.1496
46.6072,80.5743
72.4077,70.0956
54.2496,77.8381
64.1541,65.8001
74.2828,70.5774
53.0980,76.4836
76.9507,56.3174
69.1350,68.6843
70.1028,70.1127
74.0499,60.1233
61.4576,60.6381
77.2980,73.4222
54.6317,76.7535
73.1220,74.7060
48.2667,72.8310
64.5549,67.0077
68.4061,58.3070
72.7209,71.8272
72.6079,60.3792
73.0925,56.9310
70.6700,77.8127
69.0482,56.2585
68.4414,72.7304
71.5819,61.4744
71.8107,74.2305
54.3153,51.6647
66.3724,70.4802
67.7332,59.3028
73.4156,72.0025
57.4440,53.4371
53.2575,80.0059
73.8336,69.6020
78.9127,58.1268
79.7459,62.0633
69.5687,66.7861
75.9431,62.2762
70.4074,71.6887
73.1046,54.0387
72.4676,68.4793
58.3926,59.6391
66.9469,66.3060
58.4965,64.6918
51.5490,74.7507
74.0100,59.9155
71.5564,61.5166
70.4760,52.8954
55.0369,63.1896
52.2061,82.3796
75.3944,54.5666
68.7789,55.9034
69.2806,68.0538
58.0763,52.6031
66.5022,72.1583
67.4718,63.5175
62.5998,60.4873
74.8943,70.0389
77.5792,73.1298
78.5991,73.1982
69.9233,59.8496
64.6217,64.4034
72.8013,72.4417
55.4082,79.5749
73.5218,69.2387
69.0786,60.0589
56.0313,79.1726
78.3034,72.6738
58.3122,65.9722
70.0766,54.4342
72.2072,66.9621
57.7818,71.0080
64.1363,62.3331
69.5319,63.8673
58.5054,54.3643
56.1465,84.2193
70.8779,59.6131
80.5421,62.1538
69.1600,60.9970
75.1442,71.4037
72.4873,70.0623
69.7356,67.7821
57.5190,80.9041
74.5391,62.5799
67.0202,73.3507
50.8641,77.1306
65.4865,64.1857
51.1572,80.3033
65.2030,69.6917
59.3142,62.7932
51.3970,58.8717
77.4835,57.1980
67.6606,69.1535
50.8585,79.8841
70.0085,68.4716
73.5722,72.8711
66.7265,63.6190
70.9970,68.7961
71.0548,63.3260
67.3381,65.7283
65.3862,68.9952
52.7410,74.3229
58.4763,59.9027
58.4086,52.7904
65.8890,58.5902
76.7774,76.6443
56.0083,52.3582
53.8738,60.8628
61.1626,62.1358
59.5723,57.0959
72.8619,61.5510
61.9299,61.5231
51.7058,82.9019
58.5022,59.9381
60.9842,52.8243
57.1740,85.7581
70.2031,59.1916
76.0094,61.3512
66.6919,65.7937
63.7434,64.9857
75.5751,65.4957
54.3320,82.1177
55.8960,57.4745
52.3673,80.9213
71.2661,72.4096
74.8157,56.3528
61.3655,71.4358
69.0260,68.6245
65.3014,61.0301
74.4675,63.4079
58.9264,49.8572
76.5678,68.7770
70.1960,67.9199
63.8971,72.4242
50.9894,54.8945
67.2044,63.3875
56.0714,58.6152
54.9121,56.5305
53.0235,82.9237
76.7025,73.8599
65.0147,64.9778
70.2862,62.4575
53.0139,76.8612
57.6813,52.9860
76.2019,66.4695
50.4016,74.4278
72.7134,74.2767
71.5374,67.1530
59.8859,64.2827
69.8524,72.1465
61.1423,62.9244
64.1135,61.3014
50.7199,80.5642
67.6800,61.0402
53.4484,81.2555
62.8167,68.9531
70.3309,65.2437
70.1727,62.8856
65.3022,67.5438
73.5720,72.3309
62.6398,60.6893
74.5276,61.6028
61.1823,64.0769
73.4174,60.8861
73.9854,55.6158
73.3038,59.8344
76.4262,73.1171
57.8889,81.5946
59.3399,56.0250
55.2834,87.5749
49.5377,79.7473
79.2118,69.3252
56.7766,53.3097
69.8176,61.9668
71.6361,63.8571
71.6189,76.0092
67.6590,75.7633
77.2293,73.5478
51.7786,78.3246
77.7885,69.2431
58.7067,58.2175
54.7472,77.6774
75.2258,69.6082
57.9709,53.5025
51.2711,54.9193
55.2898,72.5581
66.5078,64.2062
61.2652,63.5094
72.8662,73.9588
60.4856,52.3868
51.1236,84.2648
56.0373,58.1326
54.0330,75.1354
78.4465,67.9862
75.0874,71.4401
57.9512,51.4522
74.0518,62.3722
75.1566,59.6522
53.2438,53.8203
55.7386,57.8363
59.8099,65.2799
68.8993,73.4222
56.2078,83.8621
61.4123,64.7113
72.9909,58.1019
71.3825,60.2426
75.9231,61.2126
49.5602,77.9457
78.0024,72.9546
72.8228,69.5872
64.8156,55.3537
59.6649,56.7622
55.5393,76.9603
75.1348,71.1989
55.0929,78.5701
61.3068,70.4201
51.8119,80.7775
56.3848,55.8162
72.8924,71.4624
67.7551,67.2392
53.4609,70.6132
55.6669,52.5460
66.0922,68.1767
60.4649,51.5424
74.8685,52.2261
72.5575,59.1594
69.5665,60.0232
74.4999,71.7321
68.6285,68.2641
58.3071,76.6128
53.2131,75.5540
75.8746,59.7682
58.6787,52.2919
55.1193,51.1026
64.5899,66.1709
74.4404,63.4804
66.0862,64.4769
65.2512,71.1191
66.1548,60.9397
51.2317,80.5417
61.1392,53.5890
77.2445,75.8669
55.3848,80.1485
55.9967,54.1898
71.6843,59.9000
56.0164,83.9686
49.7549,83.0876
65.8960,59.9125
60.0596,83.2696
75.9623,71.9868
73.5125,70.8628
76.8988,55.1250
70.5457,72.9829
51.6968,76.2517
53.4812,79.0902
69.2348,69.6133
67.4243,59.2524
58.8213,64.9722
74.7909,62.8726
50.2120,79.8893
73.9228,68.9566
76.8930,68.9496
68.8523,62.1153
83.6644,66.9765
61.3075,68.7336
69.9367,56.6106
64.8854,64.1348
53.7015,74.3469
67.5581,64.3227
67.5815,52.9280
56.6348,50.5083
55.7208,73.5591
50.7405,73.0947
71.7919,73.2083
52.7679,77.8349
67.3406,63.3134
77.6548,59.7502
53.1852,81.2614
69.3489,55.4635
49.7220,83.8424
75.8003,65.6111
67.5907,62.5519
54.3709,78.1987
62.3740,67.1663
59.2039,61.5882
61.1541,49.9655
51.4871,84.1354
75.4311,66.4266
64.1340,61.9567
59.1140,62.2522
55.6021,77.3645
69.5918,68.0134
69.1140,73.2822
72.3923,52.1104
60.8037,51.8006
54.1887,81.5211
69.3474,57.2440
71.1381,62.2659
64.2160,63.6180
68.5282,58.2789
68.9901,59.3444
